species,country,spp_abbrev,common_name,area,x
Nycticeius humeralis,Mexico,NYHUM,Evening Bat,213179819495.971,"list(list(c(-104.652720133535, -104.685413, -104.622528473925, -104.652720133535, 30.0050879536287, 30.012262, 29.9385474522334, 30.0050879536287)), list(c(-97.5299999999999, -98.24, -99.0199999999999, -99.3, -99.5199999999999, -100.11, -100.45584, -100.735631058722, -102.650093836834, -103.11, -103.94, -104.171382705793, -98.4970979548756, -97.3745111691587, -97.3646814220657, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.5280724759666, -97.2315421651998, 
-97.2252149254599, -97.5299999999999, 25.8400000000001, 26.0600000000001, 26.3700000000001, 26.84, 27.54, 28.1100000000001, 28.6961200000001, 29.0792108505131, 29.5482072865661, 28.97, 29.27, 29.4056183255207, 22.0924991469906, 20.9849958844597, 21.3171384634123, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.9921440699203, 25.6641811622477, 25.8635337597464, 25.8400000000001)))"
Corynorhinus townsendii,Mexico,COTOW,Townsend's Big-eared Bat,1062412061301.32,"list(list(c(-110.304094577163, -109.715645816259, -109.411227606718, -109.409104377056, -109.771847093529, -110.172856208113, -110.304094577163, 24.2746943844435, 23.5528929444151, 23.3490362851391, 23.3646723495362, 23.8111825627542, 24.2655475936804, 24.2746943844435)), list(c(-105.406044476653, -103.863108345557, -99.2, -99.8173576491956, -101.356680095696, -101.6624, -102.48, -103.11, -103.94, -104.45697, -104.70575, -104.936000865913, -109.663457264914, -111.02361, -112.332267039217, -116.133333, 
-116.670862784649, -113.69757, -110.702893350555, -110.710006883571, -110.987819383572, -111.284674648873, -111.616489020619, -112.244951951937, -112.457910529412, -112.761587083775, -112.962298346797, -113.140039435664, -113.271969367306, -113.424053107541, -113.588875088335, -114.330974494263, -114.673899298952, -114.771231859174, -114.936699795372, -114.776451178835, -114.205736660604, -113.871881069782, -113.148669399857, -113.163810594519, -112.809594489374, -112.271823696729, -112.22823462609, 
-111.759606899852, -111.178918830188, -110.641018846462, -110.391731737086, -109.801457689232, -109.291643846456, -109.444089321717, -109.260198737407, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.406044476653, 20.5546867149967, 19.4237775570261, 21.0167, 24.1507769512597, 29.6072478891959, 29.7793000000001, 29.76, 28.97, 29.27, 29.57196, 30.12173, 30.4850483615454, 31.3429722778229, 
31.33472, 31.7450660221608, 32.216667, 32.0030940379871, 28.23333, 24.757989884228, 24.8260043401019, 25.2946062281246, 25.7325898300144, 26.6628172877005, 27.1717267929108, 27.5258137069748, 27.7802167831475, 28.4251903345825, 28.411289374296, 28.7547826197399, 28.8261736109512, 29.061611436473, 29.7504324407074, 30.162681179316, 30.9136172551653, 31.3934846054276, 31.7995321721611, 31.5240451116131, 31.5676083440352, 31.1709658879789, 30.7868808049694, 30.0211135930523, 29.2668443873201, 28.9544086776835, 
28.4679525823039, 27.9412405461691, 27.8598760035255, 27.1621149765045, 26.6761756454479, 26.4429340682984, 25.8248839380877, 25.5806094426441, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5546867149967)))"
Lonchorhina aurita,Mexico,LOAUR,Common Sword-nosed Bat,166858103999.097,"list(c(-95.1906623754725, -96.6055965087996, -93.5905179012856, -92.720276, -92.4659335052377, -91.8705797251903, -91.747960171256, -91.6642217282759, -90.9150428223639, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, -90.0679335192309, -89.8960445297875, -88.0451171852064, -90.7991008447926, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.1906623754725, 18.6513213979162, 18.4301165946767, 15.9427456450736, 
15.382778, 15.2578385895933, 15.8596134570881, 16.0665648462518, 16.0669935825818, 16.8145587989334, 16.9184766707995, 17.2521772323242, 17.2546577010743, 17.8175949162457, 17.8193260767275, 17.8176094342744, 19.5973061668059, 19.2667368233695, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.6513213979162))"
Rhogeessa genowaysi,Mexico,RHGEN,Genoways' Yellow Bat,0,"c(-92.465836, -92.720276, 15.483889, 15.382778)"
Rhogeessa bickhami,Mexico,RHBIC,Bickham&apos;s Yellow Bat,0,"c(-92.465836, 15.483889)"
Hylonycteris underwoodi,Mexico,HYUND,Underwood's Long-tongued Bat,1377169962028.28,"list(c(-97.6110395686856, -98.7626506615908, -99.0199999999999, -99.3, -99.3896935662746, -99.699699, -110.749852552794, -111.02361, -113.30498, -113.414893995363, -115.533937, -114.532886693125, -114.205736660604, -113.871881069782, -113.148669399857, -113.163810594519, -112.809594489374, -112.793676272242, -110.707087261851, -110.641018846462, -110.606800115611, -109.427815319989, -109.291643846456, -109.308300323423, -107.124182252027, -106.909980434988, -106.028716396899, -105.693413865973, -105.692899974598, 
-103.323125666605, -100.346791694273, -97.2444884491576, -93.3024577180373, -92.922226, -93.4790875185782, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.6110395686856, 24.6516995221707, 26.2683678627544, 26.3700000000001, 26.84, 27.1264908460626, 27.54494, 31.3375340397326, 31.33472, 32.0391400000001, 32.0753095284593, 
32.614329, 31.6824726958714, 31.5240451116131, 31.5676083440352, 31.1709658879789, 30.7868808049694, 30.0211135930523, 29.9989803676651, 27.8699888389762, 27.8598760035255, 27.7646475596462, 26.505503487944, 26.4429340682984, 26.3757311579602, 23.9355384632086, 23.7677743596289, 22.7737523462786, 22.2690803085162, 22.266821001379, 19.3869841658454, 17.2484964494323, 16.1066137202613, 16.9007552507989, 17.548056, 18.4331823480395, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 
19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.6516995221707))"
Myotis vivesi,Mexico,MYVIV,Fish-eating Myotis,60853467819.0326,"list(list(c(-114.068001258866, -115.599998, -114.933627161925, -114.776451178835, -114.205736660604, -114.068001258866, 31.5421275864847, 32.533333, 31.4013054096737, 31.7995321721611, 31.5240451116131, 31.5421275864847)), list(c(-113.635327759093, -113.55, -112.786136581169, -112.962298346797, -113.140039435664, -113.271969367306, -113.424053107541, -113.588875088335, -113.635327759093, 29.105123751117, 28.95, 27.859536876462, 28.4251903345825, 28.411289374296, 28.7547826197399, 28.8261736109512, 
29.061611436473, 29.105123751117)), list(c(-112.690011929758, -110.701944654593, -110.710006883571, -110.987819383572, -111.284674648873, -111.616489020619, -112.244951951937, -112.457910529412, -112.690011929758, 27.7204213768863, 24.7489134787053, 24.8260043401019, 25.2946062281246, 25.7325898300144, 26.6628172877005, 27.1717267929108, 27.5258137069748, 27.7204213768863)), list(c(-110.399530213471, -110.311792, -110.289432808176, -110.399530213471, 24.2812743022743, 24.144837, 24.2736781720612, 
24.2812743022743)), list(c(-109.855558861718, -109.550003, -113.158010303642, -113.163810594519, -112.809594489374, -112.271823696729, -112.22823462609, -111.759606899852, -111.178918830188, -110.641018846462, -110.391731737086, -109.855558861718, 26.7209904734421, 28.383333, 30.9343817049365, 30.7868808049694, 30.0211135930523, 29.2668443873201, 28.9544086776835, 28.4679525823039, 27.9412405461691, 27.8598760035255, 27.1621149765045, 26.7209904734421)))"
Nyctinomops macrotis,Mexico,NYMAC,Big Free-tailed Bat,1011155744414.27,"list(c(-105.470892486531, -104.515406, -96.4539213022717, -102.522487925351, -103.11, -103.94, -104.45697, -104.505889592534, -110.947019785428, -111.074724001199, -111.032831580919, -110.641018846462, -110.391731737086, -109.801457689232, -109.291643846456, -109.427758973365, -109.14681929996, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.470892486531, 
20.5103893127023, 19.1331, 16.9229677457487, 29.7071999302735, 28.97, 29.27, 29.57196, 29.6805806780615, 29.2782143017696, 27.9710708609283, 27.9193615576352, 27.8598760035255, 27.1621149765045, 26.6761756454479, 26.4429340682984, 25.8914113324836, 25.5271178207195, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.5103893127023))"
Lasiurus borealis,Mexico,LABOR,Eastern Red Bat,1291192411914.06,"list(c(-97.5299999999999, -98.24, -99.0199999999999, -99.3, -99.5199999999999, -100.11, -100.45584, -100.744973900997, -102.132430513291, -102.48, -103.11, -103.94, -104.45697, -104.70575, -105.03737, -105.63159, -106.1429, -106.430387151473, -108.24111088266, -108.24194, -109.035, -109.95840030684, -111.2, -111.452429297036, -110.72751705429, -110.641018846462, -110.575297636863, -109.82325017822, -109.801457689232, -109.291643846456, -109.376366757175, -108.844745915227, -108.401904873471, -107.915448778091, 
-106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.422410936548, -104.562169800014, -97.7453336201092, -97.7047827302997, -97.6000899863707, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.5280724759666, -97.5200451430747, -97.4989960933014, -97.5299999999999, 25.8400000000001, 26.0600000000001, 26.3700000000001, 26.84, 27.54, 28.1100000000001, 28.6961200000001, 
29.0919443645657, 29.7688199780263, 29.76, 28.97, 29.27, 29.57196, 30.12173, 30.64402, 31.0838300000001, 31.3999500000001, 31.6797708737557, 31.5190179634286, 31.3422200000001, 31.3419400000001, 31.3424008771165, 31.2, 28.7958667578814, 27.8731091940699, 27.8598760035255, 27.6768232132076, 26.6942342096449, 26.6761756454479, 26.4429340682984, 26.100274585813, 25.383942440576, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 
21.0762848983551, 20.8168950464661, 20.5317186548634, 20.5245357237435, 19.2381088660823, 17.2173877185279, 17.2379468345729, 21.7434852320038, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.9921440699203, 25.0104426512146, 25.8424234401773, 25.8400000000001))"
Myotis ciliolabrum,Mexico,MYCIL,Western Small-footed Myotis,547684223280.93,"list(list(c(-109.291755336739, -102.117222, -103.5947, -104.49776, -108.682896458884, -111.002338737109, -111.02361, -111.070928058245, -116.0425, -116.670862784649, -115.766667, -113.750492033938, -113.157580278495, -113.271969367306, -113.424053107541, -113.588875088335, -114.330974494263, -114.673899298952, -114.771231859174, -114.936699795372, -114.776451178835, -114.205736660604, -113.871881069782, -113.148669399857, -113.163810594519, -112.809594489374, -112.271823696729, -112.22823462609, 
-111.759606899852, -111.178918830188, -110.641018846462, -110.391731737086, -109.947176839661, -109.297698720365, -109.291643846456, -109.291755336739, 26.4424845116922, 22.225556, 28.63951, 29.51919, 30.8069865115736, 31.3349594790737, 31.33472, 31.349852634878, 32.32052, 32.0030940379871, 30.866667, 28.7501659017359, 28.457095456259, 28.7547826197399, 28.8261736109512, 29.061611436473, 29.7504324407074, 30.162681179316, 30.9136172551653, 31.3934846054276, 31.7995321721611, 31.5240451116131, 31.5676083440352, 
31.1709658879789, 30.7868808049694, 30.0211135930523, 29.2668443873201, 28.9544086776835, 28.4679525823039, 27.9412405461691, 27.8598760035255, 27.1621149765045, 26.7967552512873, 26.4457204112754, 26.4429340682984, 26.4424845116922)), list(c(-113.075798473673, -112.937982137333, -112.962298346797, -113.075798473673, 28.4163406522271, 28.3474801681251, 28.4251903345825, 28.4163406522271)))"
Molossus molossus,Mexico,MOMOL,Pallas's Mastiff Bat,675873398073.925,"list(c(-97.3182162794391, -107.416667, -106.06335711072, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270005624086, -104.819479409093, -104.399246951384, -96.5311414307384, -95.8783871213647, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, -92.5680908790038, -92.3746521670406, -91.5359191647171, -92.3788052170691, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, 
-97.1893334622933, -97.3182162794391, 21.1371185946104, 25.583333, 22.8131974902075, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.1287129147109, 20.1529050381379, 19.4716084164761, 16.0188400541864, 15.8344356901917, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 14.8643259574375, 14.8058614994295, 18.1726982589535, 18.6230215453933, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 
20.6354332544731, 21.1371185946104))"
Eumops underwoodi,Mexico,EUUND,Underwood's Bonneted Bat,1110695127607.72,"list(c(-97.8176583309151, -113.01667, -111.38674065122, -110.891159, -110.806920165299, -110.641018846462, -110.534592306992, -109.791191354413, -109.291643846456, -109.363899017781, -108.680494705975, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.355614907696, -103.898213439104, -96.5311414307384, -95.4724133419377, -95.250227016973, -94.6916564603301, -94.1383322040984, -93.6832973125662, 
-92.449391, -91.535918677969, -92.3483009633284, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.8176583309151, 22.7220179929212, 31.94, 28.6317560205938, 27.984343, 27.8852065768871, 27.8598760035255, 27.5631226364896, 26.6715060241792, 26.4429340682984, 26.1508300415717, 25.3056890557286, 25.1723139511059, 24.548915310153, 23.7677743596289, 
22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.9806808761915, 18.9776235466415, 16.0188400541864, 16.0246763053996, 16.1283181828406, 16.2009752466429, 16.0246391619119, 16.0227414443694, 16.7432, 17.989707006065, 18.6303349290529, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.7220179929212))"
Eumops nanus,Mexico,EUNAN,Dwarf Bonneted Bat,0,"c(-89.621376, -89.695549, 20.968178, 21.064566)"
Balantiopteryx io,Mexico,BAIO,Thomas's Sac-winged Bat,68180541286.4585,"list(c(-97.8111126487539, -98, -96.8406033474596, -95.0416663206051, -92.047501, -92.0474295089911, -93.194811897418, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8111126487539, 22.2519234130078, 22.4, 18.8317638778261, 17.0482434950264, 17.484167, 17.4848970348205, 18.4710987157083, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 
19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.2519234130078))"
Myotis auriculus,Mexico,MYAUR,Southwestern Myotis,723589759434.025,"list(c(-105.634637807158, -103.934385579202, -103.323125666605, -98.2645414498676, -101.816694400603, -102.6, -102.999088617463, -103.11, -103.94, -104.45697, -104.478571753251, -106.695683991287, -109.760879, -109.050773145926, -106.423747319267, -106.028716396899, -105.693413865973, -105.634637807158, 22.0101905798922, 19.3158873955649, 19.3869841658454, 23.4557191993948, 28.1509444993677, 28.966667, 29.1101833385945, 28.97, 29.27, 29.57196, 29.6199554522681, 29.5153824123744, 28.925409, 27.0696138820952, 
23.2217697519363, 22.7737523462786, 22.2690803085162, 22.0101905798922))"
Eumops perotis,Mexico,EUPER,Greater Bonneted Bat,664133737535.057,"list(list(c(-114.738050911695, -115.343872328268, -114.250838565482, -114.330974494263, -114.673899298952, -114.738050911695, 30.6589336790163, 30.1942727317527, 29.6766971326726, 29.7504324407074, 30.162681179316, 30.6589336790163)), list(c(-111.695499005077, -99.472572, -98, -102.951891913542, -103.11, -103.94, -104.45697, -104.497859469619, -110.512525860393, -111.02361, -112.836719177092, -113.01667, -113.672297027821, -113.148669399857, -113.163810594519, -112.809594489374, -112.271823696729, 
-112.22823462609, -111.759606899852, -111.695499005077, 28.4101789994685, 21.24427, 22.4, 29.1696931457364, 28.97, 29.27, 29.57196, 29.6627679548556, 31.3395032947326, 31.33472, 31.8987328690596, 31.94, 31.4588868244377, 31.1709658879789, 30.7868808049694, 30.0211135930523, 29.2668443873201, 28.9544086776835, 28.4679525823039, 28.4101789994685)))"
